,es_respuesta,fecha,likes,nota_id,respuestas,texto,url,usuario,autor,seccion,titulo,severe_toxicity,toxicity,caracteres,caracteresSE
3172,False,21:20 24/09/2018,2.0,25,1.0,Macri no ve la realidad. Se mando a decir que va por la reeleccion y quedo como paparulo. Mañana sube el dolar. Encima el periodista lo dejo como un tonto.,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san,JMParadela,,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,0.20147529,0.58719254,155,126
18125,True,21:55 02/10/2018,,241,0.0,La Nación.....sos una gallina de la BBBBBBBBBB...lo mejor es Infobae..uds no existen..,https://www.lanacion.com.ar/2177820-el-uso-del-var-no-advirtio-penal,emiliomile,,Deportes,River-Independiente: el uso del VAR no advirtió un penal de Javier Pinola sobre Martín Benítez,0.31407878,0.58719254,86,75
23806,False,20:27 05/10/2018,1.0,344,0.0,"LN que nota más doluba, esto demuestra que es una persona exactamente igual a todos los demás mortales, o a Uds no les ha pasado una cosa semejante nunca en su vida, con un papel, un chicle, un excremento de perro etc etc etc.-",https://www.lanacion.com.ar/2178858-las-redes-sociales-estallaron-papel-pegado-zapato,ejcaccia,,El Mundo,Las redes sociales estallaron por un papel pegado en el zapato de Trump,0.47136575,0.58719254,227,184
28888,False,19:16 07/10/2018,1.0,410,0.0,La q escribe sobre esto...que coeficiente mental tiene? La Nacion cada vez peor..,https://www.lanacion.com.ar/2179378-kloosterboer-culpable-gaudio-perdiera-el-partido-su,pato_logico,,Espectáculos,"Kloosterboer, ¿culpable de que Gaudio perdiera ""el partido de su vida""?",0.42620810000000003,0.5852668000000001,81,69
55967,True,18:15 19/10/2018,,756,0.0,"@emilia_mitri @mbetuska no.. yo señalo que estos TROLLS  que vos defendes, NO RESPETAN EL REGLAMENTO ni por casualidad...¿que tiene que ver la muerte de la nena de San Miguel con esta nota? ¿me lo podes aclarar?",https://www.lanacion.com.ar/2183320-federici-uif-el-pais-estuvo-gobernado-organizacion,mbetuska,Ignacio Federico,Economía,"Federici, de la UIF: ""El país estuvo gobernado por una organización criminal destinada a lucrar""",0.5941297,0.5775515,211,175
4558,False,22:17 25/09/2018,,57,0.0,Esta nota manda te manda al frente mal,https://www.lanacion.com.ar/2175512-en-caballito-paro-no-se-sintio-comercios,DogOut,Víctor Pombinho Soares,Sociedad,En Caballito el paro no se sintió: los comercios abrieron como todos los días,0.48699832,0.5614148,38,31
57402,False,19:47 19/10/2018,12.0,776,1.0,"GENTE DE LA NACION...
UDS QUISIERAN QUE LE PASARA LO MISMO QUE ESTA GENTE Y LUEGO LOS VAYAN A BUSCAR PORQUE OTROS LE DAN EL NRO Y UBICACION DE LA CASA DONDE VIVEN UDS ASI LOS ASESINAN LOS PARIENTES?
LOS ASESINOS SON CUBIERTOS PARA NO SER IDENTIFICADOS Y LAS VICTIMAS SON MANDADADAS AL FRENTE POR ....EL PERIODISMO !!",https://www.lanacion.com.ar/2183360-llavallol-familia-resistio-entradera-mato-dos-delincuentes,pato_logico,,Sociedad,Llavallol: una familia resistió una entradera y mató a dos delincuentes,0.7266589,0.55961114,322,267
23393,False,06:52 05/10/2018,1.0,328,2.0,"Violenta, soberbia, xenofoba. Posta que esta mujer es forista de LN y amiga de Cecilia Pando",https://www.lanacion.com.ar/2178578-hablo-mujer-agredio-jovenes-venezolanas-las-canitas,1970sam,,Sociedad,Habló la mujer que agredió a las jóvenes venezolanas en Las Cañitas,0.56116796,0.5383220000000001,92,77
60753,False,12:34 21/10/2018,2.0,818,1.0,Porque este diario no informa que esa caravana de ilegales está financiada por Soros? Las actividades subversivas de Soros buscan desestabilizar a Trump. El especulador debería ser detenido por amenazas a acciones antidemocráticas.,https://www.lanacion.com.ar/2183826-caravana-inmigrantes-donald-trump-honduras-guatemala-mexico,apavlov,,El Mundo,"La caravana de inmigrantes desafía a Trump, cruza a México de forma ilegal y sigue hacia EE.UU.",0.56116796,0.508946,231,199
51494,False,22:39 17/10/2018,1.0,711,0.0,"Una verdadera colección de dinosaurios politicos ladrones y en vias de extinción definitiva, aunque todavía tienen cámaras que los filman y los entrevistan. Dan pena pobrecitos si cuando tuvieron la oportunidad de hacer grande la nacion no pudieron ya fueron, porque son carne para los buitres.",https://www.lanacion.com.ar/2182602-dividido-peronismo-festeja-dia-lealtad-actos-masivos,daniel43,,Política,"Con críticas al Gobierno y llamados a la unidad, el peronismo festeja dividido el Día de la Lealtad",0.56116796,0.50073373,294,249
16434,True,13:03 01/10/2018,,223,0.0,"@banana_repubIiK lo mandan a decir a Dalbón que está todo armado por Macri, Magnetto , la chancha Rinaldi y Margarito Tereré",https://www.lanacion.com.ar/2177357-chile-bolivia-disputa-salida-al-mar-corte,greenpatch,,El Mundo,Fallo histórico: La Haya rechazó el reclamo de Bolivia para negociar con Chile la salida al mar,0.42231759999999996,0.5004114000000001,124,104
8463,False,03:21 29/09/2018,2.0,140,3.0,"me encanta la nacion , lo podes criticar y no te borran como en el clarinete , clarinete si no te gusta macri te arruinan hasta la compu",https://www.lanacion.com.ar/2176737-en-cumbre-partidaria-cambiemos-hizo-autocritica-empezo,corcor,Mariano Obarrio,Política,"Con una tibia autocrítica, Cambiemos buscó motivarse con vistas a 2019",0.5320661999999999,0.5004114000000001,136,109
64289,False,12:25 23/10/2018,4.0,881,0.0,"Los que volaron las torres el 2001 en su mayoría eran sauditas. El reino es sabido que financia y mira con buenos ojos las salvajadas de ISIS, y ahora esto de despacharse a un periodista opositor sin preocuparse mucho por disimularlo. Para que los gringos te consideren enemigo el primer requisito por lo visto es ser pobre.",https://www.lanacion.com.ar/2184417-jamal-khashoggi-periodista-asesinato-turquia-arabia-saudia,butons,,El Mundo,Aseguran que los restos de Jamal Khashoggi fueron encontrados en el jardín del cónsul saudita,0.7266589,0.5004114000000001,324,268
12559,False,00:25 30/09/2018,10.0,193,4.0,"Las notas de este diario cada dia dan mas verguenza ajena, ya desde el titulo se les nota la parcialidad. Es un diario cada dia mas parecido a una revista de chimentos.",https://www.lanacion.com.ar/2176988-las-brasilenas-se-plantaron-frente-bolsonaro-masiva,Lavite,Alberto Armendáriz,El Mundo,Las brasileñas se plantaron frente a Bolsonaro con una masiva movilización,0.36980814,0.5004114000000001,168,137
64444,True,07:43 24/10/2018,2.0,887,0.0,@liliana_gentile @willygarde esta nota me huele mal juasss,https://www.lanacion.com.ar/2184480-el-sutil-mensaje-remera-maximo-kirchner,inodoroeulogia,,Política,El sutil mensaje de la remera de Máximo Kirchner,0.33740196,0.50016004,58,51
2743,True,22:42 24/09/2018,,25,2.0,"@emacrista: ¿Cómo cuando lo mataron a Nisman, estimado?....; además estimado, usted no ve la filmación que se exhibe en esta nota; le digo que la misma está grabada...; jajaja.-",https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san,eboNOB2,,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,0.47769228,0.49818679999999993,177,149
36642,True,22:25 10/10/2018,,503,0.0,estas mal flaco. una cosa no quita la otra. casi que pretendes que el periodista no hable del tema. no hablamos de once y de de vído?. estas muy mal. defende mejor la corrupción k. están todos en cana.,https://www.lanacion.com.ar/2180436-un-fallo-condena-desidia-corrupcion-desprecio-usuarios,yolodigo,"

",Política,"Un fallo que condena a la desidia, la corrupción y el desprecio a los usuarios",0.47470114,0.49698249,201,163
63861,True,18:05 23/10/2018,,872,0.0,@gusj_70 @dmc55ar Y porque asesinaron a un periodista en la embajada saudí de Turquía.,https://www.lanacion.com.ar/2184495-comercio-exterior-comercial-exportaciones,dmc55ar,Francisco Jueguen,Economía,"Con el nuevo dólar, septiembre registró el primer superávit comercial del año",0.56116796,0.4634543,86,73
35469,False,18:12 09/10/2018,1.0,475,6.0,"LOS POBRES QUE ESTA CREANDO ESTE GOBIERNO, SON EL POSIBLE ASESINO DE TU FAMILIA MAÑANA, DIARIO LA NACION COMPLICE",https://www.lanacion.com.ar/2180053-la-oposicion-convoca-sesion-anular-aumento-gas,acordemenor,Gabriel Sued,Política,La oposición convoca a una sesión para anular el aumento en el gas,0.32838055,0.45327383,113,95
39159,True,20:24 11/10/2018,2.0,534,0.0,"todavia no todos nos hemos transformado en energúmenos,esto es una vergüenza que en este Diario pionera de la prensa argentina, se lean semejantes disparates y agravios propios de un tercer mundo muy peligroso, que no es nuestra Argentina!",https://www.lanacion.com.ar/2180846-elisa-carrio-yo-no-pedi-renuncia-garavano,RRRIOS,,Política,"Elisa Carrió: ""Yo no pedí la renuncia de Garavano, fue una broma""",0.56116796,0.4413268,239,202
23400,False,04:46 05/10/2018,3.0,328,0.0,La Nacion paren con la discriminacion anti blancos!!¡¡¡,https://www.lanacion.com.ar/2178578-hablo-mujer-agredio-jovenes-venezolanas-las-canitas,mirabeau,,Sociedad,Habló la mujer que agredió a las jóvenes venezolanas en Las Cañitas,0.56116796,0.4251348,55,48
13833,False,18:57 30/09/2018,7.0,207,2.0,"Culpar a animales que no dañan al hombre es algo demasiado bajo, cinico diria yo. Este diario esta cada vez peor.",https://www.lanacion.com.ar/2177136-puerto-madryn-turista-murio-despues-nadar-lobos,mbardo1,,Sociedad,Puerto Madryn: un turista murió de un paro cardíaco después de nadar con lobos marinos,0.35312109999999997,0.4251348,113,93
57388,False,20:20 19/10/2018,12.0,776,1.0,"Parece que el diario La Nación se pone del lado de los delincuentes y sus familiares, ya que no solo pasan la dirección sino hasta un mapa para que vayan a vengarse. Eso sí, cuando agarran a un delincuente, este diario nunca se olvida de taparle la cara al delincuente detenido. ",https://www.lanacion.com.ar/2183360-llavallol-familia-resistio-entradera-mato-dos-delincuentes,FuriaBolita,,Sociedad,Llavallol: una familia resistió una entradera y mató a dos delincuentes,0.56116796,0.4251348,279,228
57536,False,10:45 20/10/2018,2.0,791,1.0,"Si, el periodista ""murió durante una pelea"", …. los 8 sicarios sauditas se peleaban para ver quien mataba rimero al pobre tipo atado. 
Erdogan y Trump están pidiendo explicaciones a Arabia Saudita ……. quieren aprender como se puede descuartizar una persona en 7 minutos.",https://www.lanacion.com.ar/2183613-turquia-asegura-revelara-lo-sea-ocurrio-caso,cyannuzzi1,,El Mundo,"Turquía asegura que ""revelará lo que sea que ocurrió"" en el caso Khashoggi, el periodista saudí asesinado",0.61351776,0.4251348,273,230
8838,False,17:44 29/09/2018,3.0,141,0.0,"Vueltas, vueltas no estan mareados de dar tantas vueltas, fulano la complico, mengano la enterro, zutano le tiro tierra encima, Cristina, por tu culpa nos seguimos enterrando con el FMI, ""descubren las ruinas del palacio de los Virreyes bajo la Casa Rosada"", no sera que ahi tenes enterrado el tesoro de la nacion?.",https://www.lanacion.com.ar/2176659-gutierrez-relato-como-fue-movimiento-bolsos-complico,hector_umansky,Iván Ruiz,Política,Un exsecretario de Cristina relató cómo se movían los bolsos con plata y la complicó más,0.56116796,0.4251348,315,263
60537,True,18:05 21/10/2018,3.0,818,1.0,"@jvrela este diario da asco, nunca entendi cuando se hizo casi comunista.",https://www.lanacion.com.ar/2183826-caravana-inmigrantes-donald-trump-honduras-guatemala-mexico,WolfgangAMozart,,El Mundo,"La caravana de inmigrantes desafía a Trump, cruza a México de forma ilegal y sigue hacia EE.UU.",0.3360453,0.4251348,73,62
36329,True,19:36 10/10/2018,,488,0.0,"@crisrusq @jsilva86 Ese es otro tema.
Esta nota habla de cuanto aumentó el gas.",https://www.lanacion.com.ar/2180464-polemica-gas-cuanto-aumento-factura-cada-usuario,jsilva86,Pablo Fernández Blanco,Economía,Cuánto aumentó la factura de gas para cada usuario en la gestión de Macri,0.3724228,0.4251348,82,70
61185,True,05:04 22/10/2018,,830,0.0,"Acaso no te diste cuenta el tamaño de la nariz de los ""periodistas"" de Clarín y LN.
Padecen la patología del SÍNDROME DE PINOCHO!",https://www.lanacion.com.ar/2183864-moyano-no-se-podria-haber-hecho-movilizacion,alfredoeortiz,,Política,"Pablo Moyano: ""No se podría haber hecho la movilización a Luján sin la venia del Papa""",0.43873593,0.4251348,132,110
26835,True,20:38 06/10/2018,2.0,382,0.0,@salviamos @tioedu pero como hay gente que solo lee este diario jamas se van a enterar ,https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,tioedu,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",0.30057737,0.4251348,87,71
16766,True,12:04 01/10/2018,1.0,223,0.0,"@fedeacade si te fijás, por esta nota no volvés Fede",https://www.lanacion.com.ar/2177357-chile-bolivia-disputa-salida-al-mar-corte,locomanu,,El Mundo,Fallo histórico: La Haya rechazó el reclamo de Bolivia para negociar con Chile la salida al mar,0.31833583,0.42039973,52,43
42404,False,10:24 13/10/2018,4.0,591,1.0,Esta nota está tan mal escrita que produce dolor de cerebro. Contribuirían mucho a nuestra sociedad si el diario tuviera redactores capacitados y con experiencia.,https://www.lanacion.com.ar/2181343-un-delincuente-robo-auto-mataderos-genero-balacera,cont0415,,Sociedad,Un delincuente robó un auto en Mataderos y generó una balacera frente a la Facultad de Medicina de la UBA,0.33891582,0.40198147,162,138
4560,False,21:53 25/09/2018,3.0,57,1.0,La gente abre x que sino te comen los piojos ln,https://www.lanacion.com.ar/2175512-en-caballito-paro-no-se-sintio-comercios,gasometro,Víctor Pombinho Soares,Sociedad,En Caballito el paro no se sintió: los comercios abrieron como todos los días,0.43033788,0.3788023,47,37
33993,False,20:05 09/10/2018,1.0,471,2.0,"La Corte de Macri en el túnel del terror, de las rencillas internas, de un presidente nombrado a dedo, empleado de Clarin. El Conventillo de la Corte a la medida de un gobierno nefasto. Se acabó la Corte que era un orgullo en los primeros años del gobierno de NK. Que siempre tuvo independencia. Y pluralidad. Todo huele a podrido en la Argentina. Asume el empleado de Clarín y no tiene ni la delicadeza de tener respeto hacia su antecesor. Y decoro, eso que le reprocharon hoy a Rafecas. ",https://www.lanacion.com.ar/2180135-lorenzetti-acuso-rosenkrantz-generar-clima-tension-temor,alberto_giusti,,Política,"Lorenzetti le contestó a Rosenkrantz: habló de ""mediocridad"" y de generar un ""clima de tensión y temor""",0.48042890000000005,0.3727785,489,400
30069,False,15:50 07/10/2018,6.0,413,0.0,"BUENO PARECE Q LAS RATAS EMPIEZAN A APARECER EN ESTE DIARIO ,SOLEDAD SYLVEIRA .
"" ROLANDO RIVAS"" , NO ESTA CON CRISTINA ,POR LAS DUDAS CERRARON LA NOTA A COMENTARIOS , PORQ IBA A SER OTRA CATARATA JAAA,
NO IBA A DAR ABASTO EL CORRECTOR.CON MASITA HACE TANTAS HORAS Q ESTA CANSADO JAAA",https://www.lanacion.com.ar/2179397-para-massa-pelea-macri-carrio-se-esta,crivero27,,Política,"Para Massa, la interna entre Macri y Carrió ""se está transformando en un gran papelón""",0.23581186,0.3727785,290,240
51215,False,23:55 17/10/2018,,708,0.0,"Por favor LN la redaccion que tienen es horrible: ""Vidal dijo que peleara contra las ""magias""""(sic), va a pelear contra David Copperfield, el mago Merlin o la Bruja Cachavacha? que falta de seriedad por favor.",https://www.lanacion.com.ar/2182714-maria-eugenia-vidal-coloquio-idea-el-cambio,mbardo1,Maia Jastreblansky,Política,"Vidal reclamó a los hombres de negocios que no se ubiquen ""del lado de la vereda que es cómplice""",0.41822159999999997,0.3727785,209,175
4463,True,23:06 25/09/2018,1.0,55,0.0,"@kharker El comentario estuvo bueno, pero el relacionar a la gente que tiene Aspergers con los burdos trolls de LN estuvo de más.",https://www.lanacion.com.ar/2175465-tras-renuncia-caputo-macri-se-reune-lagarde,Josedelbarrio,,Política,"Macri aseguró que Lagarde ""está muy contenta"" con la designación de Guido Sandleris en el Banco Central",0.2654131,0.3727785,129,107
6080,True,00:03 28/09/2018,1.0,102,0.0,"Sepa usted entender , son articulos de LN donde algunos periodistas no entendienden mucho. Solo se largan a copiar, escribir y publicar para justificar el sueldo.",https://www.lanacion.com.ar/2176239-una-turista-murio-aplastada-elefante-durante-safari,melanee,,El Mundo,Una turista murió aplastada por un elefante durante un safari en Zimbabue,0.269392,0.3727785,162,137
4456,False,20:18 25/09/2018,6.0,55,7.0,"Estuve leyendo sobre Christine Madeleine. Parece que fue ministra de economía de Sarkozy. Ahora le toca gobernar una república del tercer mundo. Quizás debamos aceptar ser colonia francesa. Es un punto intermedio entre lo hispano y lo anglosajón. Al pensador tucumano le hubiese encantando. También al resto de los exiliados en Uruguay. Incluso el fundador de este diario. (Aclaración para los trolls, que en general son Asperger y no entienden el doble sentido: ES IRÓNICO).",https://www.lanacion.com.ar/2175465-tras-renuncia-caputo-macri-se-reune-lagarde,kharker,,Política,"Macri aseguró que Lagarde ""está muy contenta"" con la designación de Guido Sandleris en el Banco Central",0.46314278,0.3727785,475,401
60235,False,21:21 20/10/2018,3.0,802,0.0,"¿Sueñan con volver? ¿A esta persona quien le paga? Porque no dedican sus esfuerzos a devolver a nuestros queridos hermanos latinoamericanos a sus países. Acá entendemos todo al revés. Después publican como una víctima del cruel imperialismo al argentino que se pasó 18 años como ilegal. Pero, a diferencia de nuestra política migratoria, lo pusieron en un avión y lo devolvieron. Ahí no se jode. Podrá llevarles años, pero cuando te pescan no lo salva nadie. No en vano están donde están y nosotros donde estamos. ",https://www.lanacion.com.ar/2183666-crean-proyecto-profesionales-argentinos-viven-eeuu-regresen,mlopez458,,Sociedad,Crean un proyecto para que profesionales argentinos que viven en EE.UU. regresen al país,0.3977529,0.3727785,514,428
47351,False,18:08 17/10/2018,,672,0.0,Me da bronca que tanto LN como los padres de esta nena nos tomen por infra dotados..¿ Nos creen tan discapacitados intelectuales como para que no nos demos cuenta que es una nota preparada de acuerdo entre ellos?,https://www.lanacion.com.ar/2182301-margarita-suar-le-prohibio-su-padres-suban,RaulOsma,,Espectáculos,Margarita Suar le prohibió a sus padres que suban fotos de ella a las redes,0.37863620000000003,0.3715668,212,175
36829,False,09:06 11/10/2018,4.0,507,0.0,La Nación.. porque no bloquea las idioteces de algunos comentarios de esta nota.,https://www.lanacion.com.ar/2180482-en-semana-podrian-dejar-funcionar-17-millones,emiliomile,Daniel Gallo,Sociedad,Dentro de una semana podrían dejar de funcionar 17 millones de celulares,0.11987269,0.35690218,80,68
21685,False,12:08 06/10/2018,11.0,311,1.0,"Me cuesta creer que LN esté con Haddad. Vivo en Brasil hace más de 30 años, y creo que tengo un conocimiento más profundo de la política brasilera y de los brasileros que los periodistas de LN. Es simple, si gana la izquierda populista, Brasil se derrumba, política y económicamente. 
Será que la LN, en vez de hacerse eco de todas las **ludeces que dijo Bolsonaro (y de otras que no dijo) no deberia preocuparse con que en Brasil gane un partido político abiertamente chavista, que apoyó financieramente al régimen cubano y que en su programa de gobierno (será que no lo leyeron??) dice que va a aprobar una ley de control de los medios (les suena?) que va a re-estatizar varias empresas y aumentar (todavía más) el ya elefantiásico estado brasilero? O sea, que si ganan, van a ""ir por todo"". 
Muchachos de LN, puede que les resulte simpático el presidiário barbudo, pero con esta línea editorial la están errando, y muy feo!.",https://www.lanacion.com.ar/2178548-bolsonaro-vs-haddad-dos-estilos-pugna-elecciones,carper,,El Mundo,"Bolsonaro vs. Haddad, dos estilos en pugna en las elecciones de Brasil",0.5014552999999999,0.35171086,933,770
61867,False,11:31 22/10/2018,8.0,850,0.0,"Argentina no fue xenófoba, como dice el periodista sobre Trump, y sus villas durante el chavismo k, aumentaron un 1200%, hoy con sus descendientes esa población suma 6 millones de personas, a las que hay que subsidiar en todo.",https://www.lanacion.com.ar/2184067-donald-trump-caravana-migrantes-emergencia-nacional-ejercito,CarlosSRL,Rafael Mathus Ruiz,El Mundo,"Trump anunció recortes en la asistencia a Guatemala, Honduras y El Salvador",0.44626528,0.35130563,226,188
19303,True,19:21 02/10/2018,,267,0.0,"@arabar55 @Lavite @Roger60 Es amarillismo puro o bien una agenda ""de genero"" irresponsable por parte de LN.",https://www.lanacion.com.ar/2177721-los-estudiantes-del-buenos-aires-dicen-hubo,Lavite,Federico Acosta Rainis,Sociedad,Los estudiantes del Buenos Aires dicen que hubo denuncias de violencia ignoradas,0.36470133,0.3462558,107,91
17590,False,14:17 01/10/2018,1.0,234,0.0,"LN ya esta bien con los titulares de los Cuadernos, poner esto en Policiales, que la delincuente CFK seguirá con sus fueros, que ni Cambiemos quiere proponer retirárselos, una vergüenza y un fraude a la vez.",https://www.lanacion.com.ar/2177404-cuadernos-coimas-szpolski-admitio-cobros-millonarios-involucro,RRRIOS,Paz Rodríguez Niell,Política,Los cuadernos de las coimas: Szpolski admitió cobros millonarios e involucró a Abal Medina,0.42556408,0.340356,207,172
28183,True,02:15 08/10/2018,,404,0.0,@ccmaxima Clarin Miente,https://www.lanacion.com.ar/2179480-elecciones-brasil-bolsonaro-quedo-paso-presidencia-pero,tmcdonnell,Alberto Armendáriz,El Mundo,"Elecciones en Brasil: Bolsonaro obtuvo una contundente victoria, pero deberá ir al ballottage con Haddad",0.15767875,0.32094315,23,21
