,fecha,likes,nota_id,nota_url,respuestas,texto,usuario,es_respuesta
10,05:59 27/09/2018,2,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,Si el atacante hubiera chocado la mano del arquero y se hubiera caído arriba estoy de acuerdo que no hubiera sido intencional pero como se explica que le pegue en la cara medio metro abajo de la trayectoria de la pelota? Si no fue intencional por lo menos una actitud temeraria como cualquier jugador que levanta la pierna más allá de lo permitido y le pega a la cara del otro. Es incorrecto la quita de sanción y Boca debería apelar .,Madmaster,False
11,00:04 27/09/2018,,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,"O sea que ahora se puede protestar cualquier expulsión que se considere injusta, no?",skor5187,False
12,22:32 26/09/2018,5,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,1,"""TUVO EN CUENTA EL ANTECEDENTE""????
SI FINGIO EN ESA JUGADA Y ACA EL ARQUERO QUEDO CON LA MANDIBULA FRACTURADA.....
PAYASOS!!!!!",Tommycoco,False
13,23:37 26/09/2018,5,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,@Tommycoco El antecedente no fue por la falta sino por la remoción del castigo aplicado originalmente. Aprendé comprensión de textos.,andrescm,True
14,22:08 26/09/2018,,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,1,"AHORA LOS VOSTERITOS CAPAS QUE SE ALEGREN SI RIVER PIERDE CON LANUS, ACLARANDO QUE RIVER VA CON LOS CHICOS DE TERCERA Y DOS JOVATITOS SUPLENTES",gabriel_ricardo,False
15,04:34 27/09/2018,1,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,"@gabriel_ricardo usa la B larga,no tengas miedo y no abras el paraguas,aca se habla del unico grande,que haces aca descendido??",vatoreg,True
16,21:52 26/09/2018,5,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,9,La conmebol permite que juegue Dede que tubo una actitud temeraria y lesiono a Andrada y lo deja sin jugar 3 meses. Viva la joda Donofrio facineroso tiene ingerencia Boca no gana esta copa,1patagon,False
17,22:03 26/09/2018,2,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,5,"@1patagon QUE TIENE QUE VER RIVER EN ESTO, NO SEAN PICHADOS, GANARON 2 A 0 Y NO CONFÍAN EN SU EQUIPO? ENTONSES RETIRENSE CAPO",gabriel_ricardo,True
18,22:04 26/09/2018,3,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,Borrate. Donofrio es mafia maneja la conmebol,1patagon,False
19,22:06 26/09/2018,4,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,"@1patagon PASA QUE LES DUELE A USTEDES PERDER UN SUPERCLÁSICO, Y MEZCLAN UN TEMA CON OTRO...OLVIDEN LA DERROTA Y VAYAN A DEFENDER EL 2 A 0 SINO, NO VAN A TENER OPORTUNIDAD DE ENFRENTAR A RIVER DE VUELTA.",gabriel_ricardo,True
20,22:06 26/09/2018,3,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,No hable de River hable de Donofrio interpreta.,1patagon,False
21,22:06 26/09/2018,1,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,@1patagon ES LO MISMO CAPO...SE NOTA TU ODIO,gabriel_ricardo,True
22,04:39 27/09/2018,1,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,"@gabriel_ricardo @1patagon no no,dolor es otra cosa,perder la categoria por ejemplo,un clasico se gana se pierde,o se empata,no hay problema con eso..pero dolor?? nada que ver..",vatoreg,True
23,22:59 26/09/2018,4,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,1,Actitud temeraria fue la de Tevez quebrando a Ham y al de Newells. Y seguramente no protestaste en honor a la verdad. Y si Boca no gana la copa es porque juega horrible.,fernando_lordi,False
24,04:43 27/09/2018,,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,"@fernando_lordi no mezcle que hace mal,se habla de una situacion puntual,lo de tevez fue sanguinario...y??? que tiene que ver con lo de andrada?? no sea pavo mi hijo...",vatoreg,True
25,08:16 27/09/2018,,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,"@1patagon pero no solo por Donofrio, Boca juega pésimo y Guillermo es el culpable!!!",fgattas,True
26,21:50 26/09/2018,4,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,"Es muy difícil juzgar una ""intención"" ; pero si así fuera, yo creo que  como mínimo va con la cabeza hacia adelante desde un metro atrás. Eso es ejercer una fuerza desmedida o acción violenta aunque no haya sido adrede .",elsopeti,False
27,21:45 26/09/2018,8,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,los de la conmebol son una banda de fascinerosos discipulos de todos los que entan presos en EEUU,escrofalo,False
28,21:44 26/09/2018,8,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,ANDRADA RECHAZA LA PELOTA MEDIO METRO POR ENCIMA DEL CABEZAZO CRIMINAL DEL MANDRIL; SUFICIENTE DATO PARA CONCLUIR QUE FUE INTENCIONAL Y DARLE 10 FECHAS DE SUSPENSION. ,Mojigato,False
29,21:37 26/09/2018,6,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,1,Antes que nada aclaro que soy hincha de Boca.  Estoy de acuerdo que se le saque el castigo a Dedé. Fue un choque de juego y desafortunadamente perdimos nuestro arquero. Andrada se de la jugó y salió lejos a despejar.  Es un gran arquero y espero se recupere completamente lo más pronto posible.,EJActual,False
30,23:41 26/09/2018,2,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,@EJActual Te felicito primo. Nobleza obliga...,coachsimbad,True
31,21:25 26/09/2018,3,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,Desde que está Angelici nos roban siempre.,ulises_ninguno,False
32,21:21 26/09/2018,3,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,1,Que inutil es el gordo Angelici sin peso en la mafia de la conmegayina!!!!!,luis_quenard,False
33,23:01 26/09/2018,3,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,@luis_quenard Como que no tiene peso? y la clasificación que le afanaron a Velez en el 2015?? Si eso no es tener peso no se que será entonces.,fernando_lordi,True
34,21:12 26/09/2018,6,0,https://www.lanacion.com.ar/2175921-cruzeiro-boca-sin-sancion-dede-choque-andrada-antecedente,0,Seguí Donofrio seguí. Viva tu mafia!,Callenyoigan,False
35,02:34 28/09/2018,1,1,https://www.lanacion.com.ar/2175937-carlos-tevez-sin-vueltas-jugando-asi-no,0,"Y si te ponen a vos, menos. SOS LEYENDA, APACHE.-",PATERNALISTA_1,False
36,12:26 27/09/2018,,1,https://www.lanacion.com.ar/2175937-carlos-tevez-sin-vueltas-jugando-asi-no,0,"Lo concreto es que para ganar cosas importantes tienen que amalgamarse todas las partes: técnica, talento, estrategia y suerte. Boca tiene técnica y talento. Estrategia no tiene porque le falta conducción. Tenemos un técnico que no sabe, no entiende y no quiere aprender. Así es muy difícil ser optimista. ",Abelitok,False
37,01:07 27/09/2018,2,1,https://www.lanacion.com.ar/2175937-carlos-tevez-sin-vueltas-jugando-asi-no,0,Guille no tiene cabeza para esto. Los jugadores no son tan malos. ,german_cortes,False
38,23:15 26/09/2018,3,1,https://www.lanacion.com.ar/2175937-carlos-tevez-sin-vueltas-jugando-asi-no,0,El estafadol de fuelte apache!!,celtargentino,False
39,23:15 26/09/2018,2,1,https://www.lanacion.com.ar/2175937-carlos-tevez-sin-vueltas-jugando-asi-no,0,"Bajate vos del equipo,jugador del pueblo.",hperez77,False
40,23:07 26/09/2018,,1,https://www.lanacion.com.ar/2175937-carlos-tevez-sin-vueltas-jugando-asi-no,1,Qu tiene para opinar nic9larota27??,Martinoandatee,False
41,23:53 26/09/2018,,1,https://www.lanacion.com.ar/2175937-carlos-tevez-sin-vueltas-jugando-asi-no,0,solo opina del Barca ahora,Parfait,False
42,23:01 26/09/2018,1,1,https://www.lanacion.com.ar/2175937-carlos-tevez-sin-vueltas-jugando-asi-no,0,"Charles no es veridificul de entender ... volvió todo a la normalidad , te esperan en ""la china"" ...",chimiraynada,False
43,22:20 26/09/2018,1,1,https://www.lanacion.com.ar/2175937-carlos-tevez-sin-vueltas-jugando-asi-no,0,"Si papá, o te crees que seguís currando en china. Esto es BOCA y quien no esté a la altura se tiene que ir. Se entiende?",Peduard,False
44,22:18 26/09/2018,2,1,https://www.lanacion.com.ar/2175937-carlos-tevez-sin-vueltas-jugando-asi-no,0,"Tevez está a dos minutos de mandar en cana al resto de sus compañeros para salvarse. Es un buen chico, como dijo el Gran Román",Rodo66,False
45,22:12 26/09/2018,2,1,https://www.lanacion.com.ar/2175937-carlos-tevez-sin-vueltas-jugando-asi-no,0,si carlito y benedetohumo dijo que les falto huevo ya esta gallardo les rompio el cvlo,mvisich,False
46,22:07 26/09/2018,,1,https://www.lanacion.com.ar/2175937-carlos-tevez-sin-vueltas-jugando-asi-no,0,Como sanatea este jubilado!,Parfait,False
47,21:42 26/09/2018,,1,https://www.lanacion.com.ar/2175937-carlos-tevez-sin-vueltas-jugando-asi-no,4,"Y... SI ENTRE EL BANCO Y LESIONES TENEMOS AFUERA A LOS QUE MAS ""PONEN"": PABLO PEREZ, ANDRADA, WANCHOPE, GAGO, FABBRA, Y SE PONE A NANDEZ EN UNA POSICION ABSURDA EN LUGAR DE REFORZAR EL MEDIOCAMPO, NO PODEMOS GANAR LA LIBERTADORES NI LA COPA DE VINO DE LA CASA. ",Mojigato,False
48,21:56 26/09/2018,,1,https://www.lanacion.com.ar/2175937-carlos-tevez-sin-vueltas-jugando-asi-no,3,"@Mojigato Pablo Peréz tenía que descansar, Andrada, Wanchope, Fabbra estan lesionados, Gago no está todavía para jugar . Nandez jugó donde se lo necesitaba.",elsopeti,True
49,22:01 26/09/2018,,1,https://www.lanacion.com.ar/2175937-carlos-tevez-sin-vueltas-jugando-asi-no,0,@elsopeti @Mojigato Sos un auténtico Guillermista. esaaaa.,apereyra29,True
50,22:14 26/09/2018,,1,https://www.lanacion.com.ar/2175937-carlos-tevez-sin-vueltas-jugando-asi-no,0,@elsopeti @Mojigato dan pena,mvisich,True
51,22:59 26/09/2018,,1,https://www.lanacion.com.ar/2175937-carlos-tevez-sin-vueltas-jugando-asi-no,0,"@apereyra29 @elsopeti @Mojigato No, si buscás mis comentarios vas a ver que no. Pero tampoco podemos hacerlo responsable de todo. Hay jugadores que no están en su mejor nivel, otros (demasiados para mi gusto) lesionados , (tal vez tenga algo de culpa Valdecantos); pero Boca hasta que se lesionó Gago en la selección jugaba bien. Después le pasó de todo .",elsopeti,True
52,23:46 26/09/2018,,2,https://www.lanacion.com.ar/2175888-el-angel-camina-oscar-noviembre-se-estrenara,0,"Ortega es un plagiador serial, ladri de novela",paurot,False
53,23:15 26/09/2018,,2,https://www.lanacion.com.ar/2175888-el-angel-camina-oscar-noviembre-se-estrenara,0,"NO LE ASISTE  NI LA MENOR CHANCE.......ES MEDIOCRE, PURA CÁSCARA, CERO MÉDULA PSICOLÓGICA.........""MI OBRA MAESTRA"", SEDUCTORA COMEDIA CON TOQUES EMOTIVOS ,ERA MUCHO MEJOR...",mandolina10_,False
54,23:04 26/09/2018,1,2,https://www.lanacion.com.ar/2175888-el-angel-camina-oscar-noviembre-se-estrenara,0,Malisima. Mi obra maestra es mucho mejor,hrocca4,False
55,21:57 26/09/2018,1,2,https://www.lanacion.com.ar/2175888-el-angel-camina-oscar-noviembre-se-estrenara,0," Mil veces mejor ""Mi obra maestra"", mil.",Pepelogico,False
56,21:12 26/09/2018,1,2,https://www.lanacion.com.ar/2175888-el-angel-camina-oscar-noviembre-se-estrenara,0,"En mi modesta opinión es "" Mi Obra Maestra "" la que tendría que ir por el Oscar.",Orvisflyrod,False
57,09:11 27/09/2018,1,3,https://www.lanacion.com.ar/2175909-mauricio-macri-cena-anual-fundacion-margarita-barrientos,1,Como dice el tango... ahora te llaman Margot.,argentina2050,False
58,09:29 27/09/2018,,3,https://www.lanacion.com.ar/2175909-mauricio-macri-cena-anual-fundacion-margarita-barrientos,0,"@argentina2050 al perro con dinero, se le llama Sr. Perro",acolbert,True
59,08:42 27/09/2018,4,3,https://www.lanacion.com.ar/2175909-mauricio-macri-cena-anual-fundacion-margarita-barrientos,0,GRANDE MARGARITA BARRIENTOS!,Pearlene,False
60,07:33 27/09/2018,9,3,https://www.lanacion.com.ar/2175909-mauricio-macri-cena-anual-fundacion-margarita-barrientos,0,Se critica al que puede ayudar económicamente a los que menos tienen....prefiero que ayuden a Margarita y no aumenten los planes no trabajar. Trabajo hay los inmigrantes consiguen y en blanco....solo falta voluntad de laburar o dejar los piquetes,nani29,False
61,07:17 27/09/2018,2,3,https://www.lanacion.com.ar/2175909-mauricio-macri-cena-anual-fundacion-margarita-barrientos,0,"Macri le trae cada vez mas clientes, como no va a ir ??",hafler,False
62,03:27 27/09/2018,1,3,https://www.lanacion.com.ar/2175909-mauricio-macri-cena-anual-fundacion-margarita-barrientos,0,"Excelente, como cada anno!!  Pero yo me pregunto:  no estaba  ""robertito devorik"", sus acompannates, ""su comitiva"", etc, etc?????????",apapadopoulos,False
63,02:24 27/09/2018,2,3,https://www.lanacion.com.ar/2175909-mauricio-macri-cena-anual-fundacion-margarita-barrientos,0,"Evento cholulo, muy a la medida de un gobierno que carece por completo de sentido de la ubicación y de la realidad. Sólo son un poco menos grasas que los K. Pero han seguido con el saqueo de lo público, por otros mecanismos mas finos y prolijos, nada mas.",Resveratrol42,False
64,01:51 27/09/2018,1,3,https://www.lanacion.com.ar/2175909-mauricio-macri-cena-anual-fundacion-margarita-barrientos,0,Que parte no entendieron que la pobreza en Argentina es de niveles haitianos y no de niveles europeos o americanos? ,Milesmore,False
65,01:18 27/09/2018,4,3,https://www.lanacion.com.ar/2175909-mauricio-macri-cena-anual-fundacion-margarita-barrientos,0,Excelente fiesta! Hay que seguir ayudando a los que tienen mucho menos.,ELIGLORIS,False
66,23:13 26/09/2018,,3,https://www.lanacion.com.ar/2175909-mauricio-macri-cena-anual-fundacion-margarita-barrientos,6,Nada che??? ningún comentario??? miren que esto también es con la plata de sus impuestos eh???,pablo_rdg,False
67,23:44 26/09/2018,17,3,https://www.lanacion.com.ar/2175909-mauricio-macri-cena-anual-fundacion-margarita-barrientos,3,"@pablo_rdg En las cenas a beneficio, los invitados pagan, y bastante, ese dinero va a la fundación!!! La plata de los impuestos se van en planes vagancia y auh, más los ñoquis heredados en toda la administración pública!!!",jazmin1947,True
68,23:58 26/09/2018,8,3,https://www.lanacion.com.ar/2175909-mauricio-macri-cena-anual-fundacion-margarita-barrientos,0,"@jazmin1947 @pablo_rdg Algunos, Cobran PLANES,  
                                                  Arriba de  una Jubilación Mínima . 
=
                                                   Y Son MILES. Nefasta herencia PJ-FPV- 
                                                     Nunca los incluyeron  para se Capaciten en algo Digno. ",mojeda12,True
69,09:16 27/09/2018,1,3,https://www.lanacion.com.ar/2175909-mauricio-macri-cena-anual-fundacion-margarita-barrientos,0,"@jazmin1947 @pablo_rdg Muchas de los aportantes a la fundacion son empresas que bancamos con nuestros impuestos, YPF, Banco Ciudad (yo vivo en caba) BCRA, esos es plata de todos tambien. ",walter_vg,True
70,21:23 27/09/2018,,3,https://www.lanacion.com.ar/2175909-mauricio-macri-cena-anual-fundacion-margarita-barrientos,0,"@walter_vg @jazmin1947 @pablo_rdg No soy contadora, pero las donaciones de empresas se descargan de bienes personales, creo, o tienen algún beneficio!!!",jazmin1947,True
71,23:47 26/09/2018,16,3,https://www.lanacion.com.ar/2175909-mauricio-macri-cena-anual-fundacion-margarita-barrientos,0,"@pablo_rdg  
                            EL   ""Comedor Los Piletones"" NUNCA Hubiera existido ,
                          SI Los  que Ocuparon el Gobierno por 70 AÑOS. 
                             Hubieran ,sido  Eficientes, los PJ-FPV. 

                        Alrededor de 2.500 Personas comen diariamente , 
                       Mientras Margarita ,y sus ayudantes cocinaban Para los Mas necesitos. 

                      Los que Juraron defender LA PATRIA. 
                      NOS Robaban groseramente,  A TODOS. . 
                      Ahora tendrán que DEVOLVER TODO . Luego a la celda. OK",mojeda12,True
72,00:28 27/09/2018,8,3,https://www.lanacion.com.ar/2175909-mauricio-macri-cena-anual-fundacion-margarita-barrientos,0,@pablo_rdg Para paliar el hambre que dejaron los kirchneristas.,FORZAITALIA,True
